age,workclass,education-num,hrs per week,salary
47, Self-emp-not-inc,10,20, <=50K
29, Private,13,40, <=50K
42, State-gov,15,72, >50K
35, Private,10,50, >50K
45, Private,13,40, >50K
33, Private,15,50, >50K
37, Private,16,35, <=50K
37, Self-emp-inc,13,45, <=50K
40, Federal-gov,13,40, <=50K
54, State-gov,14,40, >50K
63, Private,9,45, <=50K
50, Private,2,40, <=50K
23, Private,13,40, <=50K
35, Local-gov,13,40, <=50K
25, Private,13,50, <=50K
38, State-gov,16,40, <=50K
26, Private,13,48, <=50K
53, State-gov,16,40, >50K
44, Self-emp-not-inc,15,70, >50K
42, Private,14,50, >50K
42, Local-gov,14,35, >50K
42, Private,13,40, <=50K
47, Self-emp-not-inc,15,50, >50K
20, Private,10,25, <=50K
32, Private,10,40, <=50K
60, Private,14,50, <=50K
60, Private,10,40, <=50K
42, Local-gov,14,22, <=50K
44, Private,13,40, >50K
55, Self-emp-not-inc,14,55, >50K
28, Self-emp-not-inc,14,40, <=50K
37, Local-gov,13,36, <=50K
32, Federal-gov,13,40, <=50K
21, Private,10,40, <=50K
40, Private,11,42, <=50K
43, Private,14,45, >50K
24, Local-gov,13,40, <=50K
48, Local-gov,14,52, <=50K
66, Self-emp-not-inc,15,50, <=50K
51, Local-gov,16,40, >50K
46, Local-gov,13,45, >50K
29, Federal-gov,13,48, <=50K
36, Private,13,40, >50K
39, Local-gov,14,45, >50K
41, Local-gov,14,36, >50K
38, Self-emp-inc,15,45, >50K
42, Self-emp-not-inc,11,50, <=50K
60, Self-emp-not-inc,13,30, <=50K
46, Local-gov,13,40, <=50K
60, State-gov,13,40, <=50K
48, State-gov,10,24, <=50K
50, Private,10,40, <=50K
38, Private,15,70, >50K
62, State-gov,14,24, <=50K
33, Local-gov,13,50, <=50K
38, Federal-gov,13,40, <=50K
57, Self-emp-inc,9,60, >50K
32, Private,13,40, <=50K
45, Self-emp-not-inc,14,15, <=50K
47, Private,14,40, >50K
27, Private,13,40, >50K
34, Private,16,45, >50K
26, Local-gov,14,40, <=50K
37, Private,13,40, >50K
58, Local-gov,13,58, <=50K
42, Self-emp-not-inc,10,25, <=50K
47, Local-gov,14,60, >50K
84, Private,14,66, <=50K
24, Private,10,40, <=50K
43, Private,2,21, <=50K
23, Private,13,40, <=50K
44, Private,10,45, <=50K
37, Private,11,40, <=50K
28, Private,12,40, <=50K
47, Self-emp-not-inc,13,40, <=50K
27, Self-emp-not-inc,12,78, <=50K
42, Private,9,45, <=50K
25, Private,13,45, >50K
46, Private,14,44, <=50K
42, Local-gov,13,50, >50K
68, Self-emp-not-inc,11,40, <=50K
36, Local-gov,9,40, >50K
26, Self-emp-not-inc,10,35, <=50K
28, Local-gov,12,40, <=50K
30, Local-gov,14,40, <=50K
30, Private,14,38, <=50K
59, Private,14,60, <=50K
29, Private,12,35, <=50K
73, Local-gov,14,10, >50K
35, Private,13,8, >50K
36, State-gov,16,45, <=50K
46, Private,13,32, <=50K
48, Private,13,40, <=50K
50, Local-gov,13,40, >50K
31, Private,13,40, <=50K
33, Private,16,60, >50K
34, Private,14,55, >50K
48, Private,14,40, >50K
37, Private,13,32, >50K
38, Private,15,35, >50K
33, Private,14,45, >50K
34, Private,13,40, >50K
29, Private,10,24, <=50K
33, Private,11,26, <=50K
64, Self-emp-not-inc,14,50, <=50K
42, Private,9,48, <=50K
42, Private,12,24, <=50K
49, Private,11,40, >50K
27, State-gov,14,20, <=50K
30, Private,15,45, <=50K
51, Federal-gov,13,43, <=50K
39, Private,14,18, >50K
44, Self-emp-not-inc,9,40, >50K
32, Self-emp-inc,15,40, >50K
31, Private,9,45, >50K
35, Self-emp-not-inc,15,50, >50K
36, Private,15,40, >50K
27, Private,16,52, <=50K
39, Local-gov,13,50, >50K
38, Local-gov,13,15, <=50K
34, Private,13,40, >50K
45, Private,15,60, >50K
42, Private,13,38, >50K
63, Self-emp-inc,15,50, >50K
38, Private,13,50, >50K
36, Private,13,55, <=50K
29, Federal-gov,15,80, <=50K
36, Self-emp-not-inc,16,30, >50K
57, Private,9,15, <=50K
26, Local-gov,13,35, <=50K
26, Self-emp-not-inc,6,32, <=50K
44, Federal-gov,15,40, >50K
49, State-gov,14,40, >50K
43, Private,13,50, >50K
55, Local-gov,16,60, <=50K
39, Self-emp-not-inc,14,40, <=50K
43, State-gov,15,70, >50K
46, Private,13,40, <=50K
48, Private,9,28, <=50K
34, Private,9,40, <=50K
62, Private,13,40, >50K
53, Private,10,40, >50K
29, Private,12,36, <=50K
45, Local-gov,14,40, <=50K
26, Private,13,50, >50K
69, Private,13,40, >50K
51, Private,13,40, >50K
34, State-gov,14,24, <=50K
26, Private,12,40, <=50K
37, Private,11,40, <=50K
52, Private,9,40, <=50K
39, Private,13,40, >50K
40, Self-emp-not-inc,15,40, <=50K
29, Private,13,40, <=50K
44, State-gov,14,40, >50K
28, Private,11,50, >50K
30, State-gov,14,10, <=50K
35, Private,13,40, >50K
49, Private,13,40, <=50K
54, State-gov,14,40, <=50K
44, Self-emp-not-inc,15,60, >50K
79, Private,9,6, <=50K
70, Local-gov,14,50, >50K
34, State-gov,13,55, <=50K
33, Private,13,40, >50K
43, Federal-gov,14,40, >50K
69, Private,7,45, <=50K
45, Private,13,50, >50K
44, Local-gov,15,40, <=50K
25, Private,13,40, <=50K
59, Local-gov,14,40, <=50K
33, Federal-gov,15,65, >50K
32, Private,12,42, <=50K
23, Private,13,21, <=50K
22, State-gov,10,10, <=50K
36, Local-gov,11,40, <=50K
33, State-gov,14,60, <=50K
27, Private,13,40, <=50K
28, Private,14,50, <=50K
37, Local-gov,13,30, >50K
38, Private,11,36, >50K
33, Private,14,37, >50K
34, Private,10,40, <=50K
32, Local-gov,14,60, <=50K
30, Local-gov,13,15, <=50K
52, Self-emp-inc,15,65, >50K
55, Private,11,20, <=50K
47, State-gov,16,50, >50K
48, Local-gov,13,50, >50K
53, Private,9,40, <=50K
25, Private,14,31, <=50K
50, Local-gov,13,40, >50K
27, Private,13,50, <=50K
42, Local-gov,14,40, <=50K
27, Local-gov,14,40, <=50K
49, State-gov,9,40, >50K
33, Private,14,33, >50K
39, Private,16,80, <=50K
56, Private,9,40, <=50K
90, Private,15,72, >50K
49, Local-gov,13,50, <=50K
47, Local-gov,13,40, <=50K
34, Private,16,40, >50K
28, Private,15,60, <=50K
36, State-gov,14,40, <=50K
23, Local-gov,13,30, <=50K
35, Private,10,40, <=50K
35, State-gov,13,40, <=50K
40, Private,13,40, <=50K
34, Private,13,40, >50K
41, Self-emp-not-inc,15,60, >50K
47, State-gov,14,38, >50K
42, Private,16,36, >50K
36, Private,13,45, >50K
27, Private,13,40, <=50K
32, Private,15,50, >50K
34, Self-emp-not-inc,15,60, >50K
32, Private,15,60, >50K
38, Private,12,36, <=50K
31, Self-emp-inc,16,40, <=50K
46, State-gov,15,55, >50K
28, Federal-gov,13,40, <=50K
55, Private,9,40, <=50K
25, Private,13,40, <=50K
27, Private,13,40, <=50K
41, Private,15,50, >50K
34, Self-emp-not-inc,15,60, >50K
32, Private,15,60, <=50K
20, Private,10,48, <=50K
33, Local-gov,14,40, <=50K
27, State-gov,13,40, <=50K
49, Private,13,40, <=50K
19, State-gov,10,10, <=50K
52, Private,13,40, >50K
68, Private,16,55, >50K
51, Self-emp-not-inc,14,60, >50K
25, Private,13,40, <=50K
44, Local-gov,15,40, >50K
34, Local-gov,13,40, <=50K
41, Local-gov,14,40, <=50K
51, Local-gov,13,40, >50K
21, Private,10,10, <=50K
34, Local-gov,14,40, <=50K
32, Private,13,50, >50K
39, State-gov,16,50, >50K
24, Private,13,39, <=50K
35, Private,15,75, >50K
21, Private,12,40, <=50K
23, Federal-gov,9,40, <=50K
21, Private,9,55, <=50K
19, Private,9,40, <=50K
41, Private,14,35, >50K
19, Private,8,40, <=50K
26, Federal-gov,14,40, <=50K
35, Private,13,50, >50K
50, Local-gov,14,50, <=50K
24, Federal-gov,13,40, <=50K
48, Self-emp-not-inc,13,40, <=50K
64, Self-emp-inc,13,40, <=50K
36, Private,9,60, <=50K
37, Private,14,40, <=50K
26, Private,10,3, <=50K
46, Self-emp-not-inc,13,25, <=50K
51, State-gov,11,40, <=50K
41, State-gov,16,40, >50K
49, Private,14,40, <=50K
58, Private,13,40, >50K
40, Private,13,45, <=50K
50, Local-gov,13,45, >50K
36, State-gov,14,40, <=50K
26, Self-emp-not-inc,15,20, <=50K
54, Self-emp-inc,16,50, >50K
35, Private,13,32, <=50K
54, Private,13,40, >50K
27, Private,13,40, <=50K
45, Local-gov,14,10, >50K
40, State-gov,14,37, >50K
32, Self-emp-not-inc,13,8, >50K
33, Private,13,25, >50K
39, Local-gov,14,43, <=50K
27, Local-gov,13,40, <=50K
25, Private,14,40, <=50K
58, Local-gov,14,40, >50K
39, Local-gov,10,45, <=50K
41, State-gov,14,40, <=50K
32, Private,13,40, <=50K
53, Local-gov,14,40, >50K
45, State-gov,14,60, >50K
38, Private,11,39, <=50K
37, Private,13,40, >50K
60, Private,10,42, <=50K
49, Private,10,45, >50K
34, Local-gov,13,40, <=50K
33, Private,16,40, <=50K
29, Private,12,50, <=50K
41, Local-gov,13,65, <=50K
35, Private,15,45, >50K
23, Private,14,36, <=50K
49, Self-emp-not-inc,15,35, >50K
37, Private,11,30, <=50K
28, Private,14,50, <=50K
25, Local-gov,13,40, <=50K
24, Private,13,44, >50K
49, Self-emp-not-inc,15,85, >50K
47, Local-gov,14,45, <=50K
49, State-gov,14,40, <=50K
24, Private,13,40, <=50K
51, Local-gov,15,40, <=50K
44, Private,15,29, >50K
44, Self-emp-not-inc,15,40, >50K
57, Private,13,40, >50K
36, Private,13,48, >50K
28, Private,15,99, <=50K
44, Local-gov,14,40, >50K
25, Private,11,40, <=50K
67, Private,11,40, <=50K
40, Self-emp-not-inc,15,45, >50K
34, Private,16,50, >50K
37, Local-gov,12,45, >50K
35, Local-gov,13,40, <=50K
51, Local-gov,14,40, >50K
64, State-gov,16,50, >50K
67, Private,14,99, <=50K
56, State-gov,16,40, <=50K
61, Self-emp-not-inc,15,50, >50K
56, State-gov,13,40, <=50K
61, Private,14,40, >50K
63, Federal-gov,14,40, >50K
29, Private,13,24, <=50K
42, Self-emp-not-inc,16,45, <=50K
33, Self-emp-not-inc,9,40, <=50K
43, Federal-gov,15,50, >50K
33, Private,13,40, <=50K
37, Self-emp-not-inc,9,35, >50K
30, State-gov,14,17, <=50K
40, Self-emp-inc,13,60, <=50K
47, Private,13,60, >50K
20, Private,10,20, <=50K
43, Local-gov,14,40, >50K
47, Local-gov,14,40, <=50K
29, Private,13,40, <=50K
26, Private,13,45, <=50K
41, State-gov,14,40, <=50K
68, Private,13,55, >50K
30, Private,16,40, <=50K
49, Private,11,36, <=50K
45, Local-gov,13,37, <=50K
35, Private,13,45, >50K
39, Self-emp-inc,10,25, <=50K
33, Self-emp-inc,16,40, >50K
42, Private,4,35, <=50K
32, Self-emp-inc,16,77, <=50K
39, State-gov,13,40, <=50K
23, Private,13,40, <=50K
38, Private,10,50, >50K
71, Private,15,12, >50K
28, Self-emp-not-inc,10,40, <=50K
34, Private,13,36, >50K
50, Private,9,40, <=50K
30, Private,13,70, <=50K
29, State-gov,14,20, <=50K
42, Self-emp-not-inc,13,21, <=50K
43, State-gov,16,64, >50K
45, State-gov,10,40, >50K
50, Local-gov,14,40, >50K
36, Self-emp-not-inc,13,45, >50K
28, Private,13,40, <=50K
24, Private,13,40, <=50K
50, Self-emp-not-inc,16,60, >50K
43, Self-emp-inc,16,70, >50K
42, Self-emp-not-inc,16,7, <=50K
38, Local-gov,12,40, <=50K
59, Private,10,36, >50K
31, Private,13,40, <=50K
42, Private,12,40, <=50K
30, Private,11,40, <=50K
45, Self-emp-not-inc,13,35, <=50K
34, Self-emp-not-inc,9,40, >50K
29, Private,13,40, <=50K
50, State-gov,14,40, <=50K
24, Private,13,43, <=50K
40, Self-emp-not-inc,15,60, >50K
38, Private,9,40, <=50K
32, Private,13,40, <=50K
51, Federal-gov,16,52, >50K
37, Private,10,30, <=50K
40, Private,15,40, >50K
50, Private,14,40, <=50K
48, Self-emp-not-inc,15,63, >50K
37, State-gov,13,36, >50K
47, Local-gov,13,70, <=50K
73, Private,13,30, <=50K
33, Self-emp-not-inc,13,25, >50K
42, Private,10,40, >50K
26, Self-emp-not-inc,10,4, <=50K
34, Private,14,45, >50K
47, Self-emp-not-inc,15,40, >50K
56, Private,14,66, <=50K
25, Local-gov,14,20, <=50K
22, Private,13,40, <=50K
28, Private,10,40, <=50K
38, Private,10,40, <=50K
59, Self-emp-not-inc,13,50, <=50K
29, Private,10,40, <=50K
28, Self-emp-inc,13,50, >50K
45, State-gov,15,43, <=50K
25, Local-gov,13,35, <=50K
51, Federal-gov,13,50, >50K
41, Private,10,45, <=50K
65, Private,15,60, >50K
42, Self-emp-inc,13,40, >50K
27, Private,9,45, >50K
48, Local-gov,14,50, >50K
54, Private,9,40, <=50K
56, Self-emp-not-inc,13,20, <=50K
26, Private,13,40, >50K
23, State-gov,13,40, <=50K
38, Private,14,40, >50K
49, State-gov,13,42, >50K
24, Private,13,40, <=50K
39, Local-gov,14,40, <=50K
40, Local-gov,13,48, <=50K
70, Private,13,20, <=50K
51, Private,14,40, >50K
35, Private,15,40, >50K
49, State-gov,13,45, <=50K
35, State-gov,14,40, <=50K
31, Private,14,50, <=50K
46, Private,13,40, <=50K
18, Private,10,40, <=50K
41, Local-gov,15,50, >50K
65, Local-gov,14,4, <=50K
59, Private,15,40, >50K
48, Private,12,45, <=50K
71, Private,15,16, <=50K
37, Private,16,40, <=50K
27, Local-gov,13,45, <=50K
24, Private,13,20, <=50K
33, Private,10,40, <=50K
44, Private,14,55, <=50K
53, Federal-gov,9,40, >50K
36, Private,13,45, >50K
33, Private,13,50, <=50K
36, Private,13,45, <=50K
30, Private,15,20, >50K
56, Local-gov,13,40, >50K
39, Private,14,50, >50K
37, Private,15,40, >50K
33, Private,13,40, <=50K
26, Local-gov,13,35, <=50K
30, Private,13,50, >50K
61, Federal-gov,10,40, <=50K
20, Private,10,20, <=50K
43, State-gov,14,40, >50K
65, Private,10,50, >50K
35, Private,13,40, >50K
27, Private,13,20, <=50K
23, Local-gov,9,40, <=50K
29, Local-gov,10,40, <=50K
29, Private,15,55, <=50K
33, Self-emp-not-inc,11,50, >50K
23, Private,13,40, <=50K
22, State-gov,13,40, <=50K
36, Private,13,50, >50K
35, Private,13,40, <=50K
40, Private,11,40, >50K
20, Private,8,35, <=50K
38, Private,13,40, >50K
46, Private,14,41, <=50K
44, Private,13,3, <=50K
56, Federal-gov,16,40, >50K
56, Self-emp-inc,16,70, >50K
35, Federal-gov,15,55, <=50K
60, Local-gov,13,40, >50K
30, Private,13,40, <=50K
27, Private,10,40, >50K
28, State-gov,13,40, <=50K
32, Local-gov,13,40, <=50K
47, State-gov,13,60, >50K
58, Local-gov,14,35, >50K
34, Private,10,38, >50K
28, Private,9,40, <=50K
34, Self-emp-not-inc,13,48, >50K
36, Local-gov,13,40, >50K
49, Private,10,44, >50K
40, Private,13,40, >50K
55, Private,11,50, >50K
36, Private,13,50, <=50K
27, Private,13,40, <=50K
46, Private,9,40, <=50K
52, Self-emp-inc,14,60, >50K
39, Federal-gov,13,60, <=50K
48, Local-gov,13,60, <=50K
48, Local-gov,14,80, <=50K
29, Private,14,55, >50K
25, Private,13,30, <=50K
37, Private,13,50, <=50K
50, Private,13,45, <=50K
32, Private,11,42, >50K
41, State-gov,13,40, >50K
47, Local-gov,14,45, >50K
36, Self-emp-not-inc,16,10, <=50K
66, Private,14,20, <=50K
26, Private,13,70, <=50K
32, Private,13,50, <=50K
34, Private,15,40, <=50K
37, Private,14,48, <=50K
54, Private,14,40, >50K
48, Private,10,40, <=50K
55, Local-gov,15,39, <=50K
58, State-gov,10,20, <=50K
21, Private,7,24, <=50K
45, Self-emp-not-inc,13,40, <=50K
63, Private,9,72, <=50K
25, Private,14,37, <=50K
47, Private,16,50, >50K
41, Private,13,40, >50K
36, Federal-gov,14,45, >50K
52, Private,13,40, >50K
39, State-gov,13,45, >50K
59, Private,9,38, <=50K
29, Private,14,50, <=50K
47, Federal-gov,16,40, >50K
31, Private,13,40, <=50K
42, Private,13,27, >50K
34, Local-gov,13,40, >50K
28, Private,13,50, <=50K
43, Private,15,40, >50K
50, Federal-gov,13,60, >50K
27, State-gov,13,30, <=50K
47, Private,13,60, >50K
44, Local-gov,9,30, <=50K
63, Local-gov,13,40, >50K
37, Local-gov,13,55, <=50K
47, Local-gov,13,45, <=50K
57, State-gov,16,60, >50K
30, Private,16,20, <=50K
53, Private,13,55, >50K
33, State-gov,14,35, <=50K
42, Local-gov,14,55, >50K
41, Local-gov,14,40, >50K
24, Private,13,8, <=50K
30, Private,11,52, >50K
59, Private,16,60, >50K
47, Self-emp-not-inc,13,60, <=50K
32, Private,9,40, <=50K
37, Private,13,40, <=50K
23, Local-gov,13,40, <=50K
45, Federal-gov,10,40, >50K
47, Federal-gov,13,40, <=50K
29, Private,15,72, <=50K
17, Private,7,20, <=50K
36, Private,11,38, <=50K
42, Private,14,40, >50K
41, Self-emp-not-inc,14,40, >50K
47, Self-emp-not-inc,14,20, >50K
44, Private,13,40, >50K
24, Private,14,40, <=50K
30, Private,16,60, <=50K
41, Private,13,40, <=50K
34, Local-gov,15,40, >50K
35, Private,14,45, >50K
35, Private,11,40, <=50K
48, Local-gov,15,45, >50K
26, Private,13,40, <=50K
35, Private,10,60, <=50K
42, Private,13,32, <=50K
46, Private,4,45, <=50K
36, State-gov,14,30, <=50K
59, State-gov,16,45, >50K
58, Private,13,99, <=50K
42, Private,10,40, >50K
35, Local-gov,14,60, >50K
40, Local-gov,14,40, <=50K
52, Private,12,50, <=50K
42, State-gov,13,40, >50K
50, Self-emp-not-inc,14,40, >50K
51, Local-gov,14,40, <=50K
45, Private,13,48, >50K
42, Private,14,40, <=50K
22, Private,13,20, <=50K
57, Private,14,45, >50K
45, Local-gov,14,50, >50K
42, Private,13,15, <=50K
39, Private,13,60, <=50K
44, Private,16,40, >50K
44, State-gov,16,40, >50K
33, State-gov,13,20, <=50K
50, Local-gov,14,50, >50K
38, Self-emp-not-inc,14,40, >50K
51, Federal-gov,13,40, >50K
42, Local-gov,11,40, <=50K
33, Local-gov,14,35, >50K
30, Private,13,35, >50K
46, Private,10,50, >50K
43, Local-gov,14,40, >50K
29, Private,15,50, <=50K
36, Local-gov,13,50, <=50K
23, Private,13,40, <=50K
20, Private,10,12, <=50K
47, Local-gov,14,60, >50K
46, Private,14,35, >50K
45, Private,16,50, >50K
42, Self-emp-not-inc,15,50, >50K
53, Private,13,40, >50K
23, Federal-gov,13,15, <=50K
53, Local-gov,14,50, <=50K
36, Self-emp-not-inc,15,55, >50K
39, Private,14,40, >50K
33, Self-emp-inc,16,60, <=50K
21, Private,10,48, <=50K
54, Local-gov,10,40, <=50K
36, Private,15,60, >50K
27, Local-gov,12,40, <=50K
24, Private,10,40, <=50K
46, Self-emp-inc,15,60, >50K
33, Private,13,43, >50K
33, Private,13,40, >50K
39, Self-emp-not-inc,10,12, >50K
25, Local-gov,13,35, <=50K
55, Local-gov,9,40, >50K
52, State-gov,14,40, >50K
18, Local-gov,14,60, <=50K
30, Private,13,45, <=50K
34, Self-emp-not-inc,13,50, <=50K
30, Private,14,44, >50K
33, Private,14,40, >50K
52, Federal-gov,13,40, >50K
50, Local-gov,14,50, >50K
27, Private,13,60, <=50K
36, Local-gov,14,40, <=50K
43, Private,15,55, >50K
47, State-gov,13,45, >50K
39, Private,13,50, >50K
48, State-gov,14,40, <=50K
29, Local-gov,13,25, >50K
41, State-gov,16,50, >50K
36, Private,13,45, <=50K
32, Private,16,40, >50K
68, Private,15,16, <=50K
26, Local-gov,13,40, >50K
53, Private,14,40, >50K
29, Private,13,75, <=50K
29, Private,14,80, <=50K
47, State-gov,16,50, >50K
33, Private,13,38, >50K
60, Local-gov,14,40, >50K
30, Self-emp-not-inc,9,25, <=50K
44, State-gov,14,60, >50K
29, Private,13,60, <=50K
28, Local-gov,13,50, <=50K
50, State-gov,16,45, >50K
43, Local-gov,14,40, <=50K
36, Private,10,40, <=50K
31, Private,14,60, <=50K
30, Private,10,40, <=50K
28, Private,14,50, <=50K
49, Private,15,60, >50K
41, Private,13,40, >50K
42, Private,14,16, <=50K
22, Private,9,40, <=50K
28, Private,13,43, <=50K
60, Private,15,16, <=50K
65, Private,10,20, <=50K
24, State-gov,13,20, <=50K
34, Private,13,40, >50K
45, Private,16,30, >50K
28, Self-emp-not-inc,13,60, <=50K
31, Private,13,40, <=50K
42, Federal-gov,14,40, >50K
31, Private,10,40, <=50K
57, Private,13,40, >50K
74, State-gov,16,20, >50K
56, Private,13,40, >50K
28, Private,5,40, <=50K
21, Private,10,10, <=50K
52, Private,15,30, >50K
63, Self-emp-inc,14,70, >50K
51, Private,16,99, <=50K
39, Federal-gov,13,60, <=50K
40, Private,11,40, <=50K
44, Private,13,40, <=50K
61, Self-emp-not-inc,15,50, >50K
22, State-gov,10,15, <=50K
28, Private,10,50, <=50K
27, Private,15,42, >50K
47, State-gov,16,40, >50K
37, Self-emp-not-inc,16,45, >50K
46, Self-emp-not-inc,15,65, >50K
25, Private,14,35, <=50K
25, Private,13,50, <=50K
44, Self-emp-inc,15,50, >50K
60, Private,14,50, <=50K
29, Self-emp-inc,12,40, <=50K
20, Private,10,20, <=50K
44, Local-gov,14,40, <=50K
41, Private,16,60, >50K
24, Private,14,45, <=50K
50, Private,9,35, >50K
31, State-gov,14,50, <=50K
24, State-gov,16,99, <=50K
46, Local-gov,13,40, <=50K
28, Self-emp-not-inc,9,35, <=50K
81, Private,14,60, <=50K
37, Private,14,38, >50K
69, State-gov,16,50, >50K
17, Private,8,7, <=50K
21, Private,9,40, >50K
49, Local-gov,14,16, <=50K
25, State-gov,13,50, <=50K
26, Private,10,40, <=50K
41, Private,10,40, >50K
44, Private,13,50, >50K
26, Private,14,40, <=50K
46, State-gov,16,45, >50K
23, State-gov,10,40, <=50K
22, Self-emp-not-inc,10,3, <=50K
52, Self-emp-not-inc,15,50, >50K
50, Self-emp-not-inc,16,40, <=50K
26, Private,13,50, <=50K
44, Private,15,80, >50K
39, Self-emp-inc,14,40, >50K
57, Self-emp-not-inc,15,30, >50K
40, Local-gov,15,40, <=50K
38, Private,13,40, <=50K
35, Private,14,44, >50K
28, Self-emp-not-inc,13,50, >50K
53, Local-gov,13,57, <=50K
47, Private,10,70, <=50K
34, Local-gov,9,35, <=50K
34, Private,13,40, >50K
46, Local-gov,13,43, <=50K
48, Private,14,40, >50K
52, Private,14,45, >50K
42, Local-gov,13,40, >50K
51, Local-gov,13,40, >50K
50, Local-gov,14,40, >50K
41, State-gov,14,35, <=50K
49, Private,11,38, <=50K
51, Local-gov,13,26, <=50K
35, Private,10,20, <=50K
34, Federal-gov,15,40, >50K
54, Self-emp-not-inc,14,50, >50K
39, State-gov,13,35, <=50K
29, Private,9,40, <=50K
32, Private,13,32, >50K
43, Private,10,48, >50K
66, Self-emp-inc,10,40, <=50K
23, Private,13,40, <=50K
41, Private,13,40, >50K
35, Self-emp-not-inc,15,50, >50K
37, Private,13,55, >50K
43, Private,13,42, >50K
36, Local-gov,14,60, >50K
34, Private,11,45, >50K
22, Local-gov,13,35, <=50K
47, Self-emp-not-inc,10,40, <=50K
46, Private,13,40, <=50K
22, Private,13,50, <=50K
40, Federal-gov,14,40, >50K
25, Local-gov,13,38, >50K
22, Private,9,40, <=50K
41, Local-gov,13,45, >50K
28, Private,14,48, <=50K
41, Private,9,40, >50K
41, Private,14,50, >50K
33, Local-gov,13,60, <=50K
33, Self-emp-not-inc,13,60, <=50K
35, Self-emp-not-inc,13,40, <=50K
34, Self-emp-not-inc,15,55, >50K
59, Private,13,40, <=50K
31, Private,13,35, <=50K
25, Local-gov,13,40, <=50K
81, Private,2,15, <=50K
55, Private,10,40, >50K
46, Private,13,40, >50K
37, Private,12,25, <=50K
40, Private,10,40, >50K
23, Private,13,40, <=50K
23, Local-gov,13,40, <=50K
56, Private,13,40, >50K
38, Private,10,40, <=50K
24, Local-gov,13,40, <=50K
27, Private,13,60, <=50K
34, Private,14,40, <=50K
42, Private,13,50, >50K
26, Local-gov,10,40, <=50K
57, Private,13,50, >50K
23, Federal-gov,13,40, <=50K
49, Local-gov,14,60, <=50K
47, Private,13,50, >50K
26, Private,12,45, <=50K
25, Private,11,40, >50K
31, Self-emp-not-inc,9,40, <=50K
40, State-gov,16,50, >50K
25, Private,13,40, <=50K
56, State-gov,14,40, <=50K
41, Private,14,45, >50K
42, Self-emp-not-inc,16,40, >50K
51, Private,9,35, <=50K
31, Private,12,40, <=50K
26, Local-gov,14,50, <=50K
34, Private,13,50, <=50K
30, Private,11,40, >50K
51, State-gov,10,40, <=50K
57, Private,10,40, >50K
38, Private,13,40, >50K
27, Private,15,50, >50K
31, Local-gov,13,40, <=50K
44, Private,14,45, <=50K
54, Local-gov,14,40, >50K
57, Self-emp-not-inc,15,36, <=50K
38, Private,15,99, >50K
40, Private,13,45, <=50K
22, Private,11,35, <=50K
40, Private,14,40, <=50K
34, Self-emp-inc,13,60, <=50K
39, Private,9,40, <=50K
49, State-gov,16,50, >50K
28, Private,13,40, >50K
23, Local-gov,13,45, <=50K
41, Private,15,80, >50K
50, Private,14,40, >50K
38, Private,13,40, <=50K
46, Local-gov,14,50, <=50K
49, Local-gov,14,40, >50K
43, Private,13,40, >50K
27, Local-gov,13,35, <=50K
27, Private,13,33, <=50K
26, Private,12,75, <=50K
29, Local-gov,14,45, <=50K
45, Private,13,40, >50K
29, Private,13,72, <=50K
25, Private,15,30, <=50K
36, Private,14,60, >50K
37, Federal-gov,9,40, <=50K
24, Private,13,40, <=50K
39, Private,13,40, >50K
57, State-gov,16,40, >50K
39, Self-emp-not-inc,13,50, <=50K
51, Private,12,40, <=50K
31, Private,13,43, >50K
36, Local-gov,13,40, <=50K
44, Federal-gov,15,40, >50K
41, Private,11,45, <=50K
45, Private,13,50, <=50K
37, Private,16,99, >50K
26, Private,9,50, <=50K
42, Private,14,40, <=50K
48, Private,10,40, >50K
64, Self-emp-not-inc,13,24, >50K
38, State-gov,16,45, >50K
81, Self-emp-not-inc,13,3, <=50K
28, Local-gov,14,40, <=50K
47, Private,11,40, <=50K
65, Local-gov,10,40, <=50K
41, Self-emp-not-inc,11,15, >50K
24, Private,14,35, >50K
39, Private,7,30, <=50K
36, Local-gov,13,40, <=50K
20, Private,10,2, <=50K
33, Private,15,40, >50K
43, Private,13,40, >50K
50, Self-emp-inc,15,40, <=50K
64, Federal-gov,9,8, <=50K
80, Private,15,35, >50K
37, Federal-gov,13,40, <=50K
41, Private,15,65, >50K
40, Private,15,50, >50K
42, Private,12,40, >50K
22, Private,13,40, <=50K
51, Private,13,50, >50K
32, Private,13,48, >50K
33, Private,12,50, <=50K
32, State-gov,10,40, <=50K
66, Local-gov,16,40, <=50K
37, Local-gov,13,35, <=50K
52, Local-gov,14,32, >50K
54, State-gov,16,46, >50K
66, Private,13,45, >50K
62, Private,14,45, <=50K
22, Local-gov,13,35, <=50K
34, State-gov,13,48, <=50K
25, Private,13,35, <=50K
43, Private,13,40, >50K
72, Self-emp-inc,15,50, >50K
54, Local-gov,13,50, <=50K
39, Self-emp-inc,13,40, <=50K
24, Private,13,35, <=50K
39, Self-emp-inc,15,50, >50K
34, Private,11,40, <=50K
40, State-gov,14,38, >50K
31, Self-emp-not-inc,4,60, <=50K
42, Federal-gov,14,40, >50K
54, Self-emp-not-inc,15,50, >50K
21, Private,13,45, <=50K
39, Private,14,50, >50K
43, Private,14,40, >50K
43, Self-emp-not-inc,13,70, >50K
22, Private,10,20, <=50K
36, Private,13,40, >50K
